entity_type,entity_id,resource,identifier
drug,DB01016,PDB,GBM
drug,DB01016,Therapeutic Targets Database,DAP000037
drug,DB01016,IUPHAR,2414
drug,DB01016,Guide to Pharmacology,2414
drug,DB01016,Wikipedia,Glibenclamide
drug,DB01016,ChEMBL,CHEMBL472
drug,DB01016,ZINC,ZINC000000537805
drug,DB01016,RxCUI,4815
drug,DB01017,Drugs Product Database (DPD),11182
drug,DB01017,Drugs Product Database (DPD),8646
drug,DB01017,ChEBI,50694
drug,DB01017,PubChem Compound,54675783
drug,DB01017,PubChem Substance,46504772
drug,DB01017,KEGG Compound,C07225
drug,DB01017,KEGG Drug,D05045
drug,DB01017,ChemSpider,16735907
drug,DB01017,BindingDB,50103599
drug,DB01017,PharmGKB,PA450519
drug,DB01017,PDB,MIY
drug,DB01017,Therapeutic Targets Database,DAP000405
drug,DB01017,Wikipedia,Minocycline
drug,DB01017,ChEMBL,CHEMBL1434
drug,DB01017,ZINC,ZINC000014879992
drug,DB01017,RxCUI,6980
drug,DB01018,Drugs Product Database (DPD),22124
drug,DB01018,ChEBI,5558
drug,DB01018,PubChem Compound,3519
drug,DB01018,PubChem Substance,46506169
drug,DB01018,KEGG Compound,C07037
drug,DB01018,KEGG Drug,D08031
drug,DB01018,ChemSpider,3399
drug,DB01018,BindingDB,81984
drug,DB01018,PharmGKB,PA449825
drug,DB01018,Therapeutic Targets Database,DAP000900
drug,DB01018,IUPHAR,522
drug,DB01018,Guide to Pharmacology,522
drug,DB01018,Wikipedia,Guanfacine
drug,DB01018,ChEMBL,CHEMBL862
drug,DB01018,ZINC,ZINC000003872738
drug,DB01018,RxCUI,40114
drug,DB01019,Drugs Product Database (DPD),5440
drug,DB01019,ChEBI,3084
drug,DB01019,PubChem Compound,2370
drug,DB01019,PubChem Substance,46507707
drug,DB01019,KEGG Compound,C06850
drug,DB01019,ChemSpider,2280
drug,DB01019,BindingDB,39342
drug,DB01019,PharmGKB,PA448613
drug,DB01019,Therapeutic Targets Database,DAP000263
drug,DB01019,IUPHAR,297
drug,DB01019,Guide to Pharmacology,297
drug,DB01019,Wikipedia,Bethanechol
drug,DB01019,ChEMBL,CHEMBL1482
drug,DB01019,RxCUI,19257
drug,DB01020,Drugs Product Database (DPD),1298
drug,DB01020,ChEBI,6062
drug,DB01020,PubChem Compound,27661
drug,DB01020,PubChem Substance,46506594
drug,DB01020,KEGG Compound,C07714
drug,DB01020,KEGG Drug,D00630
drug,DB01020,ChemSpider,25736
drug,DB01020,PharmGKB,PA450126
drug,DB01020,Therapeutic Targets Database,DAP001058
drug,DB01020,Wikipedia,Isosorbide_mononitrate
drug,DB01020,ChEMBL,CHEMBL1311
drug,DB01020,ZINC,ZINC000001849548
drug,DB01020,RxCUI,28004
drug,DB01021,Drugs Product Database (DPD),9580
drug,DB01021,ChEBI,9683
drug,DB01021,PubChem Compound,5560
drug,DB01021,PubChem Substance,46508880
drug,DB01021,KEGG Compound,C07767
drug,DB01021,KEGG Drug,D00658
drug,DB01021,ChemSpider,5359
drug,DB01021,BindingDB,50647948
drug,DB01021,PharmGKB,PA164752426
drug,DB01021,Therapeutic Targets Database,DAP000035
drug,DB01021,Wikipedia,Trichlormethiazide
drug,DB01021,ChEMBL,CHEMBL1054
drug,DB01021,RxCUI,10772
drug,DB01022,Drugs Product Database (DPD),4918
drug,DB01022,ChEBI,18067
drug,DB01022,PubChem Compound,5284607
drug,DB01022,PubChem Substance,46504528
drug,DB01022,KEGG Compound,C02059
drug,DB01022,KEGG Drug,D00148
drug,DB01022,ChemSpider,4447652
drug,DB01022,BindingDB,50553259
drug,DB01022,PharmGKB,PA450961
drug,DB01022,PDB,PQN
drug,DB01022,Therapeutic Targets Database,DNC001500
drug,DB01022,Wikipedia,Phytomenadione
drug,DB01022,ChEMBL,CHEMBL1550
drug,DB01022,ZINC,ZINC000003831332
drug,DB01022,RxCUI,8308
drug,DB01023,Drugs Product Database (DPD),1249
drug,DB01023,ChEBI,585948
drug,DB01023,PubChem Compound,3333
drug,DB01023,PubChem Substance,46506968
drug,DB01023,KEGG Drug,D00319
drug,DB01023,ChemSpider,3216
drug,DB01023,BindingDB,189379
drug,DB01023,PharmGKB,PA449591
drug,DB01023,Therapeutic Targets Database,DAP000487
drug,DB01023,IUPHAR,4190
drug,DB01023,Guide to Pharmacology,4190
drug,DB01023,Wikipedia,Felodipine
drug,DB01023,ChEMBL,CHEMBL1480
drug,DB01023,RxCUI,4316
drug,DB01024,Drugs Product Database (DPD),2139
drug,DB01024,ChEBI,168396
drug,DB01024,PubChem Compound,446541
drug,DB01024,PubChem Substance,46504559
drug,DB01024,ChemSpider,393865
drug,DB01024,BindingDB,19264
drug,DB01024,PharmGKB,PA164748728
drug,DB01024,PDB,MOA
drug,DB01024,Therapeutic Targets Database,DAP000784
drug,DB01024,Wikipedia,Mycophenolic_acid
drug,DB01024,ChEMBL,CHEMBL866
drug,DB01024,ZINC,ZINC000000001758
drug,DB01024,RxCUI,265323
drug,DB01025,Drugs Product Database (DPD),12047
drug,DB01025,ChEBI,31205
drug,DB01025,PubChem Compound,2161
drug,DB01025,PubChem Substance,46504508
drug,DB01025,KEGG Drug,D01828
drug,DB01025,ChemSpider,2076
drug,DB01025,BindingDB,357857
drug,DB01025,PharmGKB,PA164745310
drug,DB01025,PDB,ANW
drug,DB01025,Therapeutic Targets Database,DAP000321
drug,DB01025,Wikipedia,Amlexanox
drug,DB01025,ChEMBL,CHEMBL1096
drug,DB01025,ZINC,ZINC000000000928
drug,DB01025,RxCUI,46307
drug,DB01026,Drugs Product Database (DPD),1855
drug,DB01026,ChEBI,48339
drug,DB01026,PubChem Compound,3823
drug,DB01026,PubChem Substance,46506746
drug,DB01026,KEGG Drug,D00351
drug,DB01026,ChemSpider,3691
drug,DB01026,BindingDB,50639822
drug,DB01026,PharmGKB,PA450146
drug,DB01026,PDB,KTN
drug,DB01026,Therapeutic Targets Database,DAP000630
drug,DB01026,Wikipedia,Ketoconazole
drug,DB01026,ChEMBL,CHEMBL157101
drug,DB01026,RxCUI,6135
drug,DB01028,Drugs Product Database (DPD),10032
drug,DB01028,ChEBI,6843
drug,DB01028,PubChem Compound,4116
drug,DB01028,PubChem Substance,46508879
drug,DB01028,KEGG Compound,C07517
drug,DB01028,KEGG Drug,D00544
drug,DB01028,ChemSpider,3973
drug,DB01028,PharmGKB,PA450434
drug,DB01028,Therapeutic Targets Database,DAP000682
drug,DB01028,Wikipedia,Methoxyflurane
drug,DB01028,ChEMBL,CHEMBL1341
drug,DB01028,ZINC,ZINC000000896988
drug,DB01028,RxCUI,6857
drug,DB01029,Drugs Product Database (DPD),11776
drug,DB01029,ChEBI,5959
drug,DB01029,PubChem Compound,3749
drug,DB01029,PubChem Substance,46506575
drug,DB01029,KEGG Compound,C07469
drug,DB01029,KEGG Drug,D00523
drug,DB01029,ChemSpider,3618
drug,DB01029,BindingDB,50042235
drug,DB01029,PharmGKB,PA450084
drug,DB01029,Therapeutic Targets Database,DAP000364
drug,DB01029,IUPHAR,589
drug,DB01029,Guide to Pharmacology,589
drug,DB01029,Wikipedia,Irbesartan
drug,DB01029,ChEMBL,CHEMBL1513
drug,DB01029,ZINC,ZINC000003872931
drug,DB01029,RxCUI,83818
drug,DB01030,Drugs Product Database (DPD),11431
drug,DB01030,ChEBI,63632
drug,DB01030,PubChem Compound,60700
drug,DB01030,PubChem Substance,46505204
drug,DB01030,KEGG Compound,C11158
drug,DB01030,KEGG Drug,D08618
drug,DB01030,ChemSpider,54705
drug,DB01030,BindingDB,50034026
drug,DB01030,PharmGKB,PA451729
drug,DB01030,PDB,TTC
drug,DB01030,Therapeutic Targets Database,DAP000648
drug,DB01030,Wikipedia,Topotecan
drug,DB01030,ChEMBL,CHEMBL84
drug,DB01030,ZINC,ZINC000001611274
drug,DB01030,RxCUI,57308
drug,DB01031,ChEBI,4884
drug,DB01031,PubChem Compound,3284
drug,DB01031,PubChem Substance,46507468
drug,DB01031,KEGG Compound,C07832
drug,DB01031,KEGG Drug,D00703
drug,DB01031,ChemSpider,3169
drug,DB01031,PharmGKB,PA164745394
drug,DB01031,Therapeutic Targets Database,DAP000606
drug,DB01031,Wikipedia,Ethinamate
drug,DB01031,ChEMBL,CHEMBL1576
drug,DB01031,ZINC,ZINC000000001385
drug,DB01031,RxCUI,24474
drug,DB01032,Drugs Product Database (DPD),9108
drug,DB01032,ChEBI,8426
drug,DB01032,PubChem Compound,4911
drug,DB01032,PubChem Substance,46506554
drug,DB01032,KEGG Compound,C07372
drug,DB01032,KEGG Drug,D00475
drug,DB01032,ChemSpider,4742
drug,DB01032,BindingDB,50206509
drug,DB01032,PharmGKB,PA451106
drug,DB01032,PDB,RTO
drug,DB01032,Therapeutic Targets Database,DAP001292
drug,DB01032,IUPHAR,4357
drug,DB01032,Guide to Pharmacology,4357
drug,DB01032,Wikipedia,Probenecid
drug,DB01032,ChEMBL,CHEMBL897
drug,DB01032,ZINC,ZINC000000001982
drug,DB01032,RxCUI,8698
drug,DB01033,Drugs Product Database (DPD),11804
drug,DB01033,ChEBI,50667
drug,DB01033,PubChem Compound,667490
drug,DB01033,PubChem Substance,46506988
drug,DB01033,KEGG Compound,C02380
drug,DB01033,KEGG Drug,D04931
drug,DB01033,ChemSpider,580869
drug,DB01033,BindingDB,50423778
drug,DB01033,PharmGKB,PA450379
drug,DB01033,PDB,PM6
drug,DB01033,Therapeutic Targets Database,DAP000147
drug,DB01033,Wikipedia,Mercaptopurine
drug,DB01033,ChEMBL,CHEMBL1425
drug,DB01033,ZINC,ZINC000004658290
drug,DB01033,RxCUI,103
drug,DB01035,Drugs Product Database (DPD),9702
drug,DB01035,ChEBI,8428
drug,DB01035,PubChem Compound,4913
drug,DB01035,PubChem Substance,46507313
drug,DB01035,KEGG Compound,C07401
drug,DB01035,ChemSpider,4744
drug,DB01035,BindingDB,39344
drug,DB01035,PharmGKB,PA451108
drug,DB01035,Therapeutic Targets Database,DAP000516
drug,DB01035,Wikipedia,Procainamide
drug,DB01035,ChEMBL,CHEMBL640
drug,DB01035,ZINC,ZINC000001530756
drug,DB01035,RxCUI,8700
drug,DB01036,Drugs Product Database (DPD),20821
drug,DB01036,ChEBI,9622
drug,DB01036,PubChem Compound,443879
drug,DB01036,PubChem Substance,46508059
drug,DB01036,KEGG Compound,C07750
drug,DB01036,KEGG Drug,D00646
drug,DB01036,ChemSpider,391967
drug,DB01036,BindingDB,50165008
drug,DB01036,PharmGKB,PA164746757
drug,DB01036,Therapeutic Targets Database,DAP000376
drug,DB01036,Wikipedia,Tolterodine
drug,DB01036,ChEMBL,CHEMBL1382
drug,DB01036,ZINC,ZINC000000968336
drug,DB01036,RxCUI,119565
drug,DB01037,Drugs Product Database (DPD),1294
drug,DB01037,Drugs Product Database (DPD),11337
drug,DB01037,ChEBI,9086
drug,DB01037,PubChem Compound,26757
drug,DB01037,PubChem Substance,46507655
drug,DB01037,KEGG Compound,C07245
drug,DB01037,KEGG Drug,D03731
drug,DB01037,ChemSpider,24930
drug,DB01037,BindingDB,15579
drug,DB01037,PharmGKB,PA451316
drug,DB01037,Therapeutic Targets Database,DAP000579
drug,DB01037,Wikipedia,Selegiline
drug,DB01037,ChEMBL,CHEMBL972
drug,DB01037,ZINC,ZINC000019632633
drug,DB01037,RxCUI,9639
drug,DB01038,ChEBI,51235
drug,DB01038,PubChem Compound,18104
drug,DB01038,PubChem Substance,46505936
drug,DB01038,ChemSpider,17100
drug,DB01038,PharmGKB,PA164750571
drug,DB01038,Therapeutic Targets Database,DAP000846
drug,DB01038,Wikipedia,Carfenazine
drug,DB01038,ChEMBL,CHEMBL1201328
drug,DB01038,ZINC,ZINC000022446644
drug,DB01039,Drugs Product Database (DPD),1381
drug,DB01039,ChEBI,5001
drug,DB01039,PubChem Compound,3339
drug,DB01039,PubChem Substance,46507371
drug,DB01039,KEGG Compound,C07586
drug,DB01039,KEGG Drug,D00565
drug,DB01039,ChemSpider,3222
drug,DB01039,BindingDB,50085042
drug,DB01039,PharmGKB,PA449594
drug,DB01039,PDB,J3O
drug,DB01039,Therapeutic Targets Database,DAP000270
drug,DB01039,Wikipedia,Fenofibrate
drug,DB01039,ChEMBL,CHEMBL672
drug,DB01039,ZINC,ZINC000000584092
drug,DB01039,RxCUI,8703
drug,DB01041,Drugs Product Database (DPD),6036
drug,DB01041,ChEBI,74947
drug,DB01041,PubChem Compound,5426
drug,DB01041,PubChem Substance,46505665
drug,DB01041,KEGG Compound,C07910
drug,DB01041,KEGG Drug,D00754
drug,DB01041,ChemSpider,5233
drug,DB01041,BindingDB,50070114
drug,DB01041,PharmGKB,PA451644
drug,DB01041,Therapeutic Targets Database,DAP000865
drug,DB01041,Wikipedia,Thalidomide
drug,DB01041,ChEMBL,CHEMBL468
drug,DB01041,RxCUI,10432
drug,DB01042,Drugs Product Database (DPD),9872
drug,DB01042,ChEBI,28876
drug,DB01042,PubChem Compound,460612
drug,DB01042,PubChem Substance,46509130
drug,DB01042,KEGG Compound,C07122
drug,DB01042,KEGG Drug,D00369
drug,DB01042,ChemSpider,405297
drug,DB01042,BindingDB,50025837
drug,DB01042,PharmGKB,PA450354
drug,DB01042,PDB,VUC
drug,DB01042,Therapeutic Targets Database,DAP000791
drug,DB01042,Wikipedia,Melphalan
drug,DB01042,ChEMBL,CHEMBL852
drug,DB01042,ZINC,ZINC000000001673
drug,DB01042,RxCUI,6718
drug,DB01043,Drugs Product Database (DPD),13366
drug,DB01043,ChEBI,64312
drug,DB01043,PubChem Compound,4054
drug,DB01043,PubChem Substance,46506702
drug,DB01043,KEGG Compound,C13736
drug,DB01043,KEGG Drug,D08174
drug,DB01043,ChemSpider,3914
drug,DB01043,BindingDB,50062599
drug,DB01043,PharmGKB,PA10364
drug,DB01043,Therapeutic Targets Database,DAP000493
drug,DB01043,Wikipedia,Memantine
drug,DB01043,ChEMBL,CHEMBL807
drug,DB01043,RxCUI,6719
drug,DB01044,Drugs Product Database (DPD),12056
drug,DB01044,ChEBI,5280
drug,DB01044,PubChem Compound,5379
drug,DB01044,PubChem Substance,46506159
drug,DB01044,KEGG Compound,C07661
drug,DB01044,KEGG Drug,D08011
drug,DB01044,ChemSpider,5186
drug,DB01044,BindingDB,50117914
drug,DB01044,PharmGKB,PA449738
drug,DB01044,Therapeutic Targets Database,DAP001387
drug,DB01044,Wikipedia,Gatifloxacin
drug,DB01044,ChEMBL,CHEMBL31
drug,DB01044,RxCUI,1546025
drug,DB01045,Drugs Product Database (DPD),8566
drug,DB01045,ChEBI,71365
drug,DB01045,PubChem Compound,5381226
drug,DB01045,PubChem Substance,46506170
drug,DB01045,KEGG Compound,C06688
drug,DB01045,KEGG Drug,D00211
drug,DB01045,ChemSpider,10468813
drug,DB01045,BindingDB,50370232
drug,DB01045,PharmGKB,PA451250
drug,DB01045,PDB,RFP
drug,DB01045,Therapeutic Targets Database,DNC000965
drug,DB01045,IUPHAR,2765
drug,DB01045,Guide to Pharmacology,2765
drug,DB01045,Wikipedia,Rifampicin
drug,DB01045,ChEMBL,CHEMBL374478
drug,DB01045,ZINC,ZINC000169621223
drug,DB01045,RxCUI,9384
drug,DB01046,Drugs Product Database (DPD),22650
drug,DB01046,PubChem Compound,157920
drug,DB01046,PubChem Substance,46505874
drug,DB01046,KEGG Compound,C13707
drug,DB01046,KEGG Drug,D04790
drug,DB01046,ChemSpider,138948
drug,DB01046,PharmGKB,PA164777012
drug,DB01046,Therapeutic Targets Database,DAP000208
drug,DB01046,Wikipedia,Lubiprostone
drug,DB01046,ChEMBL,CHEMBL1201134
drug,DB01046,ZINC,ZINC000004217732
drug,DB01046,RxCUI,623033
drug,DB01047,Drugs Product Database (DPD),7579
drug,DB01047,ChEBI,5109
drug,DB01047,PubChem Compound,9642
drug,DB01047,PubChem Substance,46504523
drug,DB01047,KEGG Drug,D00325
drug,DB01047,ChemSpider,9265
drug,DB01047,PharmGKB,PA449664
drug,DB01047,Therapeutic Targets Database,DAP000421
drug,DB01047,Wikipedia,Fluocinonide
drug,DB01047,ChEMBL,CHEMBL1501
drug,DB01047,ZINC,ZINC000003977978
drug,DB01047,RxCUI,4462
drug,DB01048,Drugs Product Database (DPD),11893
drug,DB01048,ChEBI,421707
drug,DB01048,PubChem Compound,441300
drug,DB01048,PubChem Substance,46505718
drug,DB01048,KEGG Compound,C07624
drug,DB01048,KEGG Drug,D07057
drug,DB01048,ChemSpider,390063
drug,DB01048,BindingDB,50366816
drug,DB01048,PharmGKB,PA448004
drug,DB01048,PDB,1KX
drug,DB01048,Therapeutic Targets Database,DAP000704
drug,DB01048,Wikipedia,Abacavir
drug,DB01048,ChEMBL,CHEMBL1380
drug,DB01048,ZINC,ZINC000002015928
drug,DB01048,RxCUI,190521
drug,DB01049,Drugs Product Database (DPD),1411
drug,DB01049,ChEBI,34706
drug,DB01049,PubChem Substance,46505963
drug,DB01049,KEGG Compound,C14055
drug,DB01049,KEGG Drug,D02268
drug,DB01049,ChemSpider,60600935
drug,DB01049,PharmGKB,PA164752439
drug,DB01049,Therapeutic Targets Database,DAP000901
drug,DB01049,Wikipedia,Ergoloid
drug,DB01049,RxCUI,4024
drug,DB01050,Drugs Product Database (DPD),2609
drug,DB01050,ChEBI,5855
drug,DB01050,PubChem Compound,3672
drug,DB01050,PubChem Substance,46507255
drug,DB01050,KEGG Compound,C01588
drug,DB01050,KEGG Drug,D00126
drug,DB01050,ChemSpider,3544
drug,DB01050,BindingDB,50009859
drug,DB01050,PharmGKB,PA449957
drug,DB01050,Therapeutic Targets Database,DAP000780
drug,DB01050,IUPHAR,2713
drug,DB01050,Guide to Pharmacology,2713
drug,DB01050,Wikipedia,Ibuprofen
drug,DB01050,ChEMBL,CHEMBL521
drug,DB01050,RxCUI,5640
drug,DB01051,Drugs Product Database (DPD),8547
drug,DB01051,ChEBI,28368
drug,DB01051,PubChem Compound,54675769
drug,DB01051,PubChem Substance,46507250
drug,DB01051,KEGG Compound,C05080
drug,DB01051,ChemSpider,10226117
drug,DB01051,BindingDB,50226181
drug,DB01051,PharmGKB,PA164768819
drug,DB01051,PDB,NOV
drug,DB01051,Therapeutic Targets Database,DAP001002
drug,DB01051,Wikipedia,Novobiocin
drug,DB01051,ChEMBL,CHEMBL36506
drug,DB01051,ZINC,ZINC000014879999
drug,DB01051,RxCUI,7538
drug,DB01053,Drugs Product Database (DPD),8435
drug,DB01053,Drugs Product Database (DPD),8439
drug,DB01053,Drugs Product Database (DPD),8447
drug,DB01053,Drugs Product Database (DPD),11521
drug,DB01053,ChEBI,18208
drug,DB01053,PubChem Compound,5904
drug,DB01053,PubChem Substance,46506778
drug,DB01053,KEGG Compound,C05551
drug,DB01053,KEGG Drug,D02336
drug,DB01053,ChemSpider,5693
drug,DB01053,BindingDB,50022787
drug,DB01053,PharmGKB,PA450842
drug,DB01053,PDB,PNN
drug,DB01053,Therapeutic Targets Database,DNC001109
drug,DB01053,Wikipedia,Benzylpenicillin
drug,DB01053,ChEMBL,CHEMBL29
drug,DB01053,ZINC,ZINC000003871701
drug,DB01053,RxCUI,7980
drug,DB01054,ChEBI,7582
drug,DB01054,PubChem Compound,4507
drug,DB01054,PubChem Substance,46508817
drug,DB01054,KEGG Compound,C07713
drug,DB01054,KEGG Drug,D00629
drug,DB01054,ChemSpider,4351
drug,DB01054,BindingDB,50237611
drug,DB01054,PharmGKB,PA146096020
drug,DB01054,Therapeutic Targets Database,DAP001263
drug,DB01054,IUPHAR,2334
drug,DB01054,Guide to Pharmacology,2334
drug,DB01054,Wikipedia,Nitrendipine
drug,DB01054,ChEMBL,CHEMBL475534
drug,DB01054,RxCUI,7441
drug,DB01056,Drugs Product Database (DPD),20358
drug,DB01056,ChEBI,9611
drug,DB01056,PubChem Compound,38945
drug,DB01056,PubChem Substance,46505385
drug,DB01056,KEGG Compound,C07142
drug,DB01056,KEGG Drug,D06172
drug,DB01056,ChemSpider,35632
drug,DB01056,BindingDB,50092595
drug,DB01056,PharmGKB,PA451706
drug,DB01056,Therapeutic Targets Database,DAP000517
drug,DB01056,Wikipedia,Tocainide
drug,DB01056,ChEMBL,CHEMBL1762
drug,DB01056,RxCUI,42359
drug,DB01057,Drugs Product Database (DPD),9719
drug,DB01057,ChEBI,4753
drug,DB01057,PubChem Compound,10548
drug,DB01057,PubChem Substance,46505944
drug,DB01057,KEGG Compound,C06975
drug,DB01057,KEGG Drug,D02193
drug,DB01057,ChemSpider,10108
drug,DB01057,BindingDB,50016940
drug,DB01057,PharmGKB,PA164743139
drug,DB01057,Therapeutic Targets Database,DAP000962
drug,DB01057,Wikipedia,Echothiophate
drug,DB01057,ChEMBL,CHEMBL1201341
drug,DB01057,ZINC,ZINC000001530628
drug,DB01057,RxCUI,89778
drug,DB01058,Drugs Product Database (DPD),2092
drug,DB01058,ChEBI,91583
drug,DB01058,PubChem Compound,4891
drug,DB01058,PubChem Substance,46507082
drug,DB01058,KEGG Compound,C07367
drug,DB01058,KEGG Drug,D00471
drug,DB01058,ChemSpider,4722
drug,DB01058,BindingDB,74574
drug,DB01058,PharmGKB,PA164764583
drug,DB01058,Therapeutic Targets Database,DAP000695
drug,DB01058,Wikipedia,Praziquantel
drug,DB01058,ChEMBL,CHEMBL976
drug,DB01058,RxCUI,8628
drug,DB01059,Drugs Product Database (DPD),1838
drug,DB01059,ChEBI,100246
drug,DB01059,PubChem Compound,4539
drug,DB01059,PubChem Substance,46508634
drug,DB01059,KEGG Compound,C06687
drug,DB01059,KEGG Drug,D00210
drug,DB01059,ChemSpider,4380
drug,DB01059,BindingDB,50045000
drug,DB01059,PharmGKB,PA450654
drug,DB01059,Therapeutic Targets Database,DAP000654
drug,DB01059,Wikipedia,Norfloxacin
drug,DB01059,ChEMBL,CHEMBL9
drug,DB01059,ZINC,ZINC000000003742
drug,DB01059,RxCUI,7517
drug,DB01060,Drugs Product Database (DPD),11101
drug,DB01060,Drugs Product Database (DPD),752
drug,DB01060,ChEBI,2676
drug,DB01060,PubChem Compound,33613
drug,DB01060,PubChem Substance,46507578
drug,DB01060,KEGG Compound,C06827
drug,DB01060,KEGG Drug,D07452
drug,DB01060,ChemSpider,31006
drug,DB01060,BindingDB,50350464
drug,DB01060,PharmGKB,PA448406
drug,DB01060,Therapeutic Targets Database,DAP000443
drug,DB01060,Wikipedia,Amoxicillin
drug,DB01060,ChEMBL,CHEMBL1082
drug,DB01060,ZINC,ZINC000003830215
drug,DB01060,RxCUI,1297882
drug,DB01061,ChEBI,2956
drug,DB01061,PubChem Compound,6479523
drug,DB01061,PubChem Substance,46506654
drug,DB01061,KEGG Compound,C06839
drug,DB01061,KEGG Drug,D02339
drug,DB01061,ChemSpider,4980416
drug,DB01061,PharmGKB,PA164749135
drug,DB01061,Therapeutic Targets Database,DAP001169
drug,DB01061,Wikipedia,Azlocillin
drug,DB01061,ChEMBL,CHEMBL1537
drug,DB01061,ZINC,ZINC000003830261
drug,DB01061,RxCUI,1266
drug,DB01062,Drugs Product Database (DPD),10040
drug,DB01062,Drugs Product Database (DPD),13333
drug,DB01062,ChEBI,144551
drug,DB01062,PubChem Compound,4634
drug,DB01062,PubChem Substance,46508005
drug,DB01062,KEGG Compound,C07360
drug,DB01062,KEGG Drug,D00465
drug,DB01062,ChemSpider,4473
drug,DB01062,BindingDB,50165019
drug,DB01062,PharmGKB,PA164746030
drug,DB01062,Therapeutic Targets Database,DAP001128
drug,DB01062,IUPHAR,359
drug,DB01062,Guide to Pharmacology,359
drug,DB01062,Wikipedia,Oxybutynin
drug,DB01062,ChEMBL,CHEMBL1231
drug,DB01062,RxCUI,32675
drug,DB01063,ChEBI,2401
drug,DB01063,PubChem Compound,17676
drug,DB01063,PubChem Substance,46507036
drug,DB01063,KEGG Compound,C06807
drug,DB01063,ChemSpider,16708
drug,DB01063,BindingDB,82475
drug,DB01063,PharmGKB,PA164781360
drug,DB01063,Therapeutic Targets Database,DAP000844
drug,DB01063,Wikipedia,Acetophenazine
drug,DB01063,ChEMBL,CHEMBL1085
drug,DB01063,ZINC,ZINC000022446634
drug,DB01063,RxCUI,16735
drug,DB01064,Drugs Product Database (DPD),10114
drug,DB01064,ChEBI,64317
drug,DB01064,PubChem Compound,3779
drug,DB01064,PubChem Substance,46507323
drug,DB01064,KEGG Compound,C07056
drug,DB01064,ChemSpider,3647
drug,DB01064,BindingDB,25392
drug,DB01064,PharmGKB,PA450121
drug,DB01064,Therapeutic Targets Database,DNC000819
drug,DB01064,IUPHAR,536
drug,DB01064,Guide to Pharmacology,536
drug,DB01064,Wikipedia,Isoprenaline
drug,DB01064,ChEMBL,CHEMBL434
drug,DB01064,RxCUI,6054
drug,DB01065,Drugs Product Database (DPD),7341
drug,DB01065,ChEBI,16796
drug,DB01065,PubChem Compound,896
drug,DB01065,PubChem Substance,46509101
drug,DB01065,KEGG Compound,C01598
drug,DB01065,KEGG Drug,D08170
drug,DB01065,ChemSpider,872
drug,DB01065,BindingDB,9019
drug,DB01065,PharmGKB,PA164752558
drug,DB01065,PDB,ML1
drug,DB01065,Therapeutic Targets Database,DAP000429
drug,DB01065,IUPHAR,1357
drug,DB01065,Guide to Pharmacology,1357
drug,DB01065,Wikipedia,Melatonin
drug,DB01065,ChEMBL,CHEMBL45
drug,DB01065,ZINC,ZINC000000057060
drug,DB01065,RxCUI,6711
drug,DB01066,ChEBI,59343
drug,DB01066,PubChem Compound,9870843
drug,DB01066,PubChem Substance,46505471
drug,DB01066,KEGG Drug,D01628
drug,DB01066,ChemSpider,8046534
drug,DB01066,PharmGKB,PA164747187
drug,DB01066,Therapeutic Targets Database,DAP000444
drug,DB01066,Wikipedia,Cefditoren
