reaction_id,drugbank_id,sequence,left_element_id,left_element_name,right_element_id,right_element_name,enzymes
1846,DB01029,1,DB01029,Irbesartan,DBMET00008,SR 49498,BE0000017|Prostaglandin G/H synthase 1|P23219
1847,DB01029,1,DB01029,Irbesartan,DBMET00302,Irbesartan derivative M4,BE0002793|Cytochrome P450 2C9|P11712
1848,DB01029,1,DB01029,Irbesartan,DBMET01051,Irbesartan derivative M5,BE0002793|Cytochrome P450 2C9|P11712
1849,DB01029,1,DB01029,Irbesartan,DBMET01052,Irbesartan derivative M7,BE0002793|Cytochrome P450 2C9|P11712
1850,DB01029,1,DB01029,Irbesartan,DBMET01053,Irbesartan derivative M3,
1851,DB01029,1,DB01029,Irbesartan,DBMET01054,Irbesartan derivative M8,BE0003677|UDP-glucuronosyltransferase 1A3|P35503
1852,DB01029,2,DBMET00302,Irbesartan derivative M4,DBMET01055,Irbesartan derivative M1,BE0002793|Cytochrome P450 2C9|P11712
1853,DB01029,2,DBMET01052,Irbesartan derivative M7,DBMET01055,Irbesartan derivative M1,BE0002793|Cytochrome P450 2C9|P11712
1854,DB01029,2,DBMET01051,Irbesartan derivative M5,DBMET01055,Irbesartan derivative M1,BE0002793|Cytochrome P450 2C9|P11712
1855,DB01029,2,DBMET00302,Irbesartan derivative M4,DBMET01057,Irbesartan derivative M6,
1856,DB01029,3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,
1857,DB01029,3,DBMET01057,Irbesartan derivative M6,DBMET01056,Irbesartan derivative M2,
1858,DB01029,3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,
1859,DB01029,3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,
1860,DB01033,1,DB01033,Mercaptopurine,DBMET00657,6-Thioinosine 5'-monophosphate,BE0000077|Hypoxanthine-guanine phosphoribosyltransferase|P00492
1861,DB01033,1,DB01033,Mercaptopurine,DBMET00780,8-hydroxythioguanine,BE0003539|Aldehyde oxidase|Q06278
1862,DB01033,1,DB01033,Mercaptopurine,DBMET01161,Thiouric acid,BE0002204|Xanthine dehydrogenase/oxidase|P47989
1863,DB01033,1,DB01033,Mercaptopurine,DBMET01162,Methylmercaptopurine,BE0000987|Thiopurine S-methyltransferase|P51580
1864,DB01033,2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01151,Thioxanthine monophosphate,BE0000321|GMP synthase [glutamine-hydrolyzing]|P49915
1865,DB01033,2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01158,Methyl-thioinosine 5'-monophospate,BE0000987|Thiopurine S-methyltransferase|P51580
1866,DB01033,2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01159,6-Mercaptopurine riboside,
1867,DB01033,3,DBMET01151,Thioxanthine monophosphate,DBMET01152,Thioguanosine monophosphate,BE0000321|GMP synthase [glutamine-hydrolyzing]|P49915
1868,DB01033,3,DBMET01159,6-Mercaptopurine riboside,DBMET01160,6-Methylmercaptopurine-riboside,BE0000987|Thiopurine S-methyltransferase|P51580
1869,DB01033,4,DBMET01152,Thioguanosine monophosphate,DBMET01153,Methyl-thioguanosine monophosphate,BE0000987|Thiopurine S-methyltransferase|P51580
1870,DB01033,4,DBMET01152,Thioguanosine monophosphate,DBMET01154,Thioguanosine diphosphate,
1871,DB01033,4,DBMET01160,6-Methylmercaptopurine-riboside,DBMET01158,Methyl-thioinosine 5'-monophospate,BE0003540|Adenosine kinase|P55263
1872,DB01033,5,DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate,
1873,DB01033,5,DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate,
1874,DB01033,6,DBMET01156,Thiodeoxyguanosine diphosphate,DBMET01157,Thiodeoxyguanosine triphosphate,
1875,DB01035,1,DB01035,Procainamide,DBMET00322,N-Acetyl-3-hydroxyprocainamide,BE0002363|Cytochrome P450 2D6|P10635
1876,DB01036,1,DB01036,Tolterodine,DBMET00142,N-Dealkylated tolterodine,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002638|Cytochrome P450 3A4|P08684
1877,DB01036,1,DB01036,Tolterodine,DBMET00143,5-Hydroxymethyl tolterodine,BE0002363|Cytochrome P450 2D6|P10635
1878,DB01036,2,DBMET00142,N-Dealkylated tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,
1879,DB01036,2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,
1880,DB01036,2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01257,5-Carboxylic acid tolterodine,
1881,DB01037,1,DB01037,Selegiline,DBMET01743,Desmethylselegiline,BE0003549|Cytochrome P450 2B6|P20813||BE0003536|Cytochrome P450 2C19|P33261||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
1882,DB01037,1,DB01037,Selegiline,DB09571,Levmetamfetamine,BE0003549|Cytochrome P450 2B6|P20813||BE0003536|Cytochrome P450 2C19|P33261||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0002638|Cytochrome P450 3A4|P08684
1883,DB01039,1,DB01039,Fenofibrate,DB13873,Fenofibric acid,BE0002705|Liver carboxylesterase 1|P23141
1884,DB01039,2,DB13873,Fenofibric acid,DBMET02797,Fenofibryl Glucuronide,BE0003538|UDP-glucuronosyltransferase 1A9|O60656
1885,DB01039,2,DB13873,Fenofibric acid,DBMET02798,Reduced Fenofibric Acid,BE0003074|Carbonyl reductase [NADPH] 1|P16152||BE0000126|Aldo-keto reductase family 1 member C1|Q04828||BE0000622|Aldo-keto reductase family 1 member C2|P52895||BE0000592|Aldo-keto reductase family 1 member C3|P42330||BE0000747|Aldo-keto reductase family 1 member B1|P15121
1886,DB01039,3,DBMET02798,Reduced Fenofibric Acid,DBMET02799,Reduced Fenofibric Acid Glucuronide,BE0003538|UDP-glucuronosyltransferase 1A9|O60656
1887,DB01041,1,DB01041,Thalidomide,DBMET00033,"cis, trans-5'-Hydroxythalidomide",BE0003536|Cytochrome P450 2C19|P33261
1888,DB01041,1,DB01041,Thalidomide,DBMET00035,Thalidomide arene oxide,BE0003543|Cytochrome P450 1A1|P04798||BE0002433|Cytochrome P450 1A2|P05177||BE0003536|Cytochrome P450 2C19|P33261||BE0003533|Cytochrome P450 2E1|P05181
1889,DB01041,1,DB01041,Thalidomide,DBMET03457,N-Hydroxythalidomide,
1890,DB01041,1,DB01041,Thalidomide,DBMET01115,4-phthalimidoglutaramic acid,
1891,DB01041,1,DB01041,Thalidomide,DBMET01116,2-phthalimidoglutaramic acid,
1892,DB01041,1,DB01041,Thalidomide,DBMET03456,Thalidomide-5-O-glucuronide,
1893,DB01041,1,DB01041,Thalidomide,DBMET03458,4-hydroxythalidomide,
1894,DB01041,1,DB01041,Thalidomide,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,
1895,DB01041,1,DB01041,Thalidomide,DBMET00034,5-Hydroxythalidomide,BE0003536|Cytochrome P450 2C19|P33261
1896,DB01041,2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,
1897,DB01041,2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,
1898,DB01041,2,DBMET00034,5-Hydroxythalidomide,DBMET01114,"5,6-dihydroxythalidomide",BE0003536|Cytochrome P450 2C19|P33261||BE0002793|Cytochrome P450 2C9|P11712||BE0003543|Cytochrome P450 1A1|P04798
1899,DB01041,2,DBMET00034,5-Hydroxythalidomide,DBMET03444,"cis,trans-5,5’-dihydroxythalidomide",
1900,DB01041,2,DBMET00033,"cis, trans-5'-Hydroxythalidomide",DBMET03444,"cis,trans-5,5’-dihydroxythalidomide",
1901,DB01041,2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,
1902,DB01041,2,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,
1903,DB01041,2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,
1904,DB01041,2,DBMET00035,Thalidomide arene oxide,DBMET00034,5-Hydroxythalidomide,
1905,DB01041,2,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DB02746,Phthalic Acid,
1906,DB01041,2,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DBMET03446,alpha-aminoglutarimide,
1907,DB01041,3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,
1908,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,
1909,DB01041,3,DBMET01117,2-phthalimidoglutaric acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,
1910,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB00130,L-Glutamine,
1911,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB02746,Phthalic Acid,
1912,DB01041,3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DB03091,Isoglutamine,
1913,DB01041,3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DB02746,Phthalic Acid,
1914,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB00130,L-Glutamine,
1915,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB02746,Phthalic Acid,
1916,DB01041,3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,
1917,DB01041,3,DBMET01117,2-phthalimidoglutaric acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,
1918,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB00142,Glutamic acid,
1919,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB02746,Phthalic Acid,
1920,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB00142,Glutamic acid,
1921,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB02746,Phthalic Acid,
1922,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB00142,Glutamic acid,
1923,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB02746,Phthalic Acid,
1924,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB00142,Glutamic acid,
1925,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB02746,Phthalic Acid,
1926,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB00142,Glutamic acid,
1927,DB01041,4,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB02746,Phthalic Acid,
1928,DB01042,1,DB01042,Melphalan,DBMET03698,Monohydroxymelphalan,
1929,DB01042,1,DB01042,Melphalan,DBMET03699,Dihydroxymelphalan,
1930,DB01043,1,DB01043,Memantine,DBMET02404,6-hydroxy memantine,
1931,DB01043,1,DB01043,Memantine,DBMET02405,1-nitroso­ deaminated memantine,
1932,DB01043,1,DB01043,Memantine,DBMET02406,"N-glucuronide metabolite, memantine",
1933,DB01044,1,DB01044,Gatifloxacin,DBMET00638,Ethylenediamine,
1934,DB01044,1,DB01044,Gatifloxacin,DBMET00908,Methylethylenediamine,
1935,DB01045,1,DB01045,Rifampin,DBMET03776,25-Desacetyl rifampin,BE0010087|Arylacetamide deacetylase|P22760
1936,DB01050,1,DB01050,Ibuprofen,DBMET00153,Ibuprofen glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503||BE0003538|UDP-glucuronosyltransferase 1A9|O60656||BE0003681|UDP-glucuronosyltransferase 2B4|P06133||BE0003679|UDP-glucuronosyltransferase 2B7|P16662
1937,DB01050,1,DB01050,Ibuprofen,DBMET00154,2-Hydroxyibuprofen,BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002638|Cytochrome P450 3A4|P08684
1938,DB01050,1,DB01050,Ibuprofen,DBMET00155,3-Hydroxyibuprofen,BE0002887|Cytochrome P450 2C8|P10632||BE0002793|Cytochrome P450 2C9|P11712
1939,DB01050,1,DB01050,Ibuprofen,DBMET00668,1-hydroxyibuprofen,
1940,DB01050,2,DBMET00155,3-Hydroxyibuprofen,DBMET00808,Carboxy-ibuprofen,BE0002793|Cytochrome P450 2C9|P11712
1941,DB01053,1,DB01053,Benzylpenicillin,DBMET00758,6-aminopenicillanic acid,
1942,DB01053,1,DB01053,Benzylpenicillin,DBMET00983,Penicilloic acid,
1943,DB01058,1,DB01058,Praziquantel,DBMET03763,4‐hydroxy praziquantel,BE0002433|Cytochrome P450 1A2|P05177||BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002638|Cytochrome P450 3A4|P08684
1944,DB01060,1,DB01060,Amoxicillin,DBMET02997,Amoxicillin M1 Metabolite,
1945,DB01060,1,DB01060,Amoxicillin,DBMET02998,Amoxicillin M2 Metabolite,
1946,DB01060,1,DB01060,Amoxicillin,DBMET02999,Amoxicillin M3 Metabolite,
1947,DB01060,1,DB01060,Amoxicillin,DBMET03002,Amoxicillin M6 Metabolite,
1948,DB01060,1,DB01060,Amoxicillin,DBMET03003,Amoxicillin M7 Metabolite,
1949,DB01060,2,DBMET02999,Amoxicillin M3 Metabolite,DBMET03000,Amoxicillin M4 Metabolite,
1950,DB01060,3,DBMET03000,Amoxicillin M4 Metabolite,DBMET03001,Amoxicillin M5 Metabolite,
1951,DB01062,1,DB01062,Oxybutynin,DBMET00381,N-desethyloxybutynin,BE0002638|Cytochrome P450 3A4|P08684
1952,DB01062,1,DB01062,Oxybutynin,DBMET01568,2-cyclohexyl-2-phenylglycolic acid,BE0002638|Cytochrome P450 3A4|P08684
1953,DB01064,1,DB01064,Isoprenaline,DBMET03357,3-O-methylisoprenaline,BE0002089|Catechol O-methyltransferase|P21964
1954,DB01065,1,DB01065,Melatonin,DBMET00258,6-Hydroxymelatonin,BE0002433|Cytochrome P450 1A2|P05177||BE0003543|Cytochrome P450 1A1|P04798||BE0003536|Cytochrome P450 2C19|P33261
1955,DB01065,1,DB01065,Melatonin,DBMET00411,N-Acetyl-5-hydroxytryptamine,BE0003536|Cytochrome P450 2C19|P33261||BE0002433|Cytochrome P450 1A2|P05177
1956,DB01065,1,DB01065,Melatonin,DBMET01359,5-Methoxytryptamine,
1957,DB01065,2,DBMET00258,6-Hydroxymelatonin,DBMET00763,6-Hydroxymelatonin sulfate,
1958,DB01065,2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,
1959,DB01065,2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00925,N-Acetyl-5-hydroxytryptamine glucuronide,BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309
1960,DB01065,2,DBMET00258,6-Hydroxymelatonin,DBMET00762,6-Hydroxymelatonin glucuronide,BE0009758|UDP-glucuronosyltransferases (UGTs)|P22309
1961,DB01065,2,DBMET01359,5-Methoxytryptamine,DBMET01360,Pinoline,
1962,DB01065,2,DBMET01359,5-Methoxytryptamine,DBMET01361,Bufotenine,
1963,DB01065,3,DBMET01361,Bufotenine,DBMET01362,"N,N-Dimethyltryptamine",
1964,DB01067,1,DB01067,Glipizide,DBMET00205,3-cis-Hydroxyglipizide,
1965,DB01067,1,DB01067,Glipizide,DBMET00206,4-trans-Hydroxyglipizide,BE0002793|Cytochrome P450 2C9|P11712
1966,DB01067,1,DB01067,Glipizide,DBMET01821,4-trans-OH-glipizide,BE0002793|Cytochrome P450 2C9|P11712
1967,DB01068,1,DB01068,Clonazepam,DBMET02277,7-amino-clonazepam,BE0002638|Cytochrome P450 3A4|P08684
1968,DB01068,1,DB01068,Clonazepam,DBMET03610,3-hydroxy-clonazepam,
1969,DB01068,2,DBMET02277,7-amino-clonazepam,DBMET02278,7-acetamido-clonazepam,BE0003607|Arylamine N-acetyltransferase 2|P11245
1970,DB01068,2,DBMET02277,7-amino-clonazepam,DBMET03609,3-hydroxy-7-amino-clonazepam,
1971,DB01068,2,DBMET03610,3-hydroxy-clonazepam,DBMET03611,glucuronyl-3-hydroxy-clonazepam,
1972,DB01068,3,DBMET02278,7-acetamido-clonazepam,DBMET03608,3-hydroxy-7-acetamido-clonazepam,
1973,DB01069,1,DB01069,Promethazine,DBMET02972,Promethazine Sulphoxide,
1974,DB01069,1,DB01069,Promethazine,DBMET02973,Desmethylpromethazine,
1975,DB01069,1,DB01069,Promethazine,DBMET02974,Promethazine Hydroxy Metabolite,
1976,DB01074,1,DB01074,Perhexiline,DBMET00839,cis-Hydroxy Perhexiline,
1977,DB01074,1,DB01074,Perhexiline,DBMET00914,Monohydroxyperhexiline,
1978,DB01074,1,DB01074,Perhexiline,DBMET01547,trans-hydroxyperhexilline,BE0002363|Cytochrome P450 2D6|P10635
1979,DB01075,1,DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002433|Cytochrome P450 1A2|P05177||BE0002363|Cytochrome P450 2D6|P10635
1980,DB01075,1,DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,BE0000017|Prostaglandin G/H synthase 1|P23219
1981,DB01075,2,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine",BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261||BE0002363|Cytochrome P450 2D6|P10635||BE0002433|Cytochrome P450 1A2|P05177
1982,DB01075,3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid,
1983,DB01075,3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET02238,N-Acetyl-N-desmethyldiphenhydramine,
1984,DB01076,1,DB01076,Atorvastatin,DBMET00351,para-hydroxyatorvastatin,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1985,DB01076,1,DB01076,Atorvastatin,DBMET00352,ortho-hydroxyatorvastatin,BE0002638|Cytochrome P450 3A4|P08684||BE0002362|Cytochrome P450 3A5|P20815
1986,DB01076,1,DB01076,Atorvastatin,DBMET01268,Atorvastatin lactone,
1987,DB01076,2,DBMET00351,para-hydroxyatorvastatin,DBMET01266,para-hydroxyatorvastatin lactone,
1988,DB01076,2,DBMET00352,ortho-hydroxyatorvastatin,DBMET01267,ortho-hydroxyatorvastatin lactone,
1989,DB01076,2,DBMET00351,para-hydroxyatorvastatin,DBMET02422,para-hydroxyatorvastatin glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503
1990,DB01076,2,DBMET00352,ortho-hydroxyatorvastatin,DBMET02423,ortho-hydroxyatorvastatin glucuronide,BE0003541|UDP-glucuronosyltransferase 1A1|P22309||BE0003677|UDP-glucuronosyltransferase 1A3|P35503
1991,DB01079,1,DB01079,Tegaserod,DBMET02368,5-methoxyindole-3-carboxylic acid,
1992,DB01084,1,DB01084,Emedastine,DBMET00752,5-hydroxyemedastine,
1993,DB01084,1,DB01084,Emedastine,DBMET00761,6-hydroxyemedastine,
1994,DB01085,1,DB01085,Pilocarpine,DBMET03744,3-Hydroxyisopilocarpine,BE0003336|Cytochrome P450 2A6|P11509
1995,DB01085,1,DB01085,Pilocarpine,DBMET03743,3-Hydroxypilocarpine,BE0003336|Cytochrome P450 2A6|P11509
1996,DB01085,1,DB01085,Pilocarpine,DBMET03745,Pilocarpic acid,BE0000930|Serum paraoxonase/arylesterase 1|P27169
1997,DB01086,1,DB01086,Benzocaine,DB02362,Aminobenzoic acid,
1998,DB01086,1,DB01086,Benzocaine,DBMET03291,Acetylbenzocaine,
1999,DB01086,1,DB01086,Benzocaine,DBMET03292,Benzocaine hydroxylamine,BE0002433|Cytochrome P450 1A2|P05177||BE0003549|Cytochrome P450 2B6|P20813||BE0003536|Cytochrome P450 2C19|P33261||BE0002363|Cytochrome P450 2D6|P10635||BE0003533|Cytochrome P450 2E1|P05181
2000,DB01086,2,DB02362,Aminobenzoic acid,DBMET03290,4-Acetaminobenzoic acid,
2001,DB01086,2,DBMET03291,Acetylbenzocaine,DBMET03290,4-Acetaminobenzoic acid,
2002,DB01088,1,DB01088,Iloprost,DBMET03767,Dinor-iloprost,
2003,DB01088,2,DBMET03767,Dinor-iloprost,DBMET03768,Tetranor-iloprost,
2004,DB01093,1,DB01093,Dimethyl sulfoxide,DBMET00551,Dimethyl sulfide,
2005,DB01093,1,DB01093,Dimethyl sulfoxide,DBMET00570,Dimethyl sulfone,
2007,DB01095,1,DB01095,Fluvastatin,DBMET00213,6-Hydroxyfluvastatin,BE0002793|Cytochrome P450 2C9|P11712
2008,DB01095,1,DB01095,Fluvastatin,DBMET00214,N-Deisopropyl-fluvastatin,BE0002793|Cytochrome P450 2C9|P11712
2009,DB01095,1,DB01095,Fluvastatin,DBMET00215,5-Hydroxyfluvastatin,BE0002793|Cytochrome P450 2C9|P11712||BE0003543|Cytochrome P450 1A1|P04798||BE0002887|Cytochrome P450 2C8|P10632||BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684
2010,DB01095,1,DB01095,Fluvastatin,DBMET01671,6-OH-fluvastatin,BE0002793|Cytochrome P450 2C9|P11712
2011,DB01095,1,DB01095,Fluvastatin,DBMET01672,5-OH-fluvastatin,BE0002793|Cytochrome P450 2C9|P11712||BE0002887|Cytochrome P450 2C8|P10632||BE0002363|Cytochrome P450 2D6|P10635||BE0002638|Cytochrome P450 3A4|P08684
2012,DB01097,1,DB01097,Leflunomide,DBMET00226,A771726,BE0002433|Cytochrome P450 1A2|P05177
2013,DB01098,1,DB01098,Rosuvastatin,DBMET01839,N-Desmethylrosuvastatin,BE0002793|Cytochrome P450 2C9|P11712||BE0003536|Cytochrome P450 2C19|P33261
2014,DB01098,1,DB01098,Rosuvastatin,DBMET01840,Rosuvastatin 5 S-lactone,BE0002793|Cytochrome P450 2C9|P11712
2015,DB01101,1,DB01101,Capecitabine,DBMET03580,5’-Deoxy-5-fluorocytidine (5'-DFCR),BE0002705|Liver carboxylesterase 1|P23141
2016,DB01101,2,DBMET03580,5’-Deoxy-5-fluorocytidine (5'-DFCR),DBMET00656,5’-Deoxy-5-fluorouridine (5'DFUR),BE0002443|Cytidine deaminase|P32320
2017,DB01101,3,DBMET00656,5’-Deoxy-5-fluorouridine (5'DFUR),DBMET00449,5-fluorouracil,BE0002193|Thymidine phosphorylase|P19971||BE0002456|Uridine phosphorylase 1|Q16831||BE0002457|Uridine phosphorylase 2|O95045
2018,DB01101,4,DBMET00449,5-fluorouracil,DBMET03581,dihydrofluorouracil (DHFU),BE0000960|Dihydropyrimidine dehydrogenase [NADP(+)]|Q12882
2019,DB01101,4,DBMET00449,5-fluorouracil,DBMET03584,5-fluorodeoxyuridine (5-FUdR),BE0002193|Thymidine phosphorylase|P19971
2020,DB01101,4,DBMET00449,5-fluorouracil,DBMET03586,5-fluorouridine monophosphate (5-FUMP),BE0004473|Uridine 5'-monophosphate synthase|P11172||BE0000374|Amidophosphoribosyltransferase|Q06203
2021,DB01101,4,DBMET00449,5-fluorouracil,DBMET03591,5-fluouridine (5-FUR),BE0002456|Uridine phosphorylase 1|Q16831||BE0002457|Uridine phosphorylase 2|O95045
2022,DB01101,5,DBMET03581,dihydrofluorouracil (DHFU),DBMET03582,β-ureidopropionic acid (FUPA),BE0005806|Dihydropyrimidinase-related protein 2|Q16555
2023,DB01101,5,DBMET03584,5-fluorodeoxyuridine (5-FUdR),DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP),BE0000514|Thymidine kinase|P06478
2024,DB01101,5,DBMET03586,5-fluorouridine monophosphate (5-FUMP),DBMET03589,5-fluorouridine diphosphate (5-FUDP),BE0000637|UMP-CMP kinase|P30085
2025,DB01101,5,DBMET03591,5-fluouridine (5-FUR),DBMET03586,5-fluorouridine monophosphate (5-FUMP),BE0004582|Uridine-cytidine kinase-like 1|Q9NWZ5||BE0001480|Uridine-cytidine kinase 2|Q9BZX2
2026,DB01101,6,DBMET03582,β-ureidopropionic acid (FUPA),DB03904,Urea,BE0009332|Beta-ureidopropionase|Q9UBR1
2027,DB01101,6,DBMET03582,β-ureidopropionic acid (FUPA),DBMET03583,fluoro-β-alanine (FBAL),BE0009332|Beta-ureidopropionase|Q9UBR1
2028,DB01101,6,DBMET03585,5-fluorodeoxyuridine monophosphate (5-FdUMP),DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),BE0001221|Thymidylate kinase|P23919||BE0000637|UMP-CMP kinase|P30085
2029,DB01101,6,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03590,5-fluorouridine triphosphate (5-FUTP),BE0009626|Nucleoside diphosphokinase|P15531
2030,DB01101,6,DBMET03586,5-fluorouridine monophosphate (5-FUMP),DBMET03589,5-fluorouridine diphosphate (5-FUDP),BE0000637|UMP-CMP kinase|P30085
2031,DB01101,6,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),BE0000325|Ribonucleoside-diphosphate reductase large subunit|P23921||BE0002450|Ribonucleoside-diphosphate reductase subunit M2|P31350
2032,DB01101,7,DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP),BE0009626|Nucleoside diphosphokinase|P15531
2033,DB01101,7,DBMET03589,5-fluorouridine diphosphate (5-FUDP),DBMET03590,5-fluorouridine triphosphate (5-FUTP),BE0009626|Nucleoside diphosphokinase|P15531
2034,DB01101,7,DBMET03587,5-fluorodeoxyuridine diphosphate (5-FdUDP),DBMET03588,5-fluorodeoxyuridine triphosphate (5-FdUTP),BE0009626|Nucleoside diphosphokinase|P15531
